,Class,Service A,Service B,Decision,Reason,Model
3713,FlinkClass1920,"FlinkClass1, FlinkClass6, FlinkClass22, FlinkClass34, FlinkClass38","FlinkClass15, FlinkClass18, FlinkClass31, FlinkClass32, FlinkClass33",B,FlinkClass19210 is not in Service A or B.,phi
3714,FlinkClass667,"FlinkClass11, FlinkClass12, FlinkClass13, FlinkClass16, FlinkClass17","FlinkClass4, FlinkClass8, FlinkClass9, FlinkClass14, FlinkClass19",B,Inferred from raw text output due to JSON parsing failure.,phi
3715,FlinkClass1952,"FlinkClass4, FlinkClass8, FlinkClass9, FlinkClass14, FlinkClass19","FlinkClass15, FlinkClass18, FlinkClass31, FlinkClass32, FlinkClass33",B,FlinkClass1952 is not in Service A's list of classes.,phi
3716,FlinkClass1993,"FlinkClass15, FlinkClass18, FlinkClass31, FlinkClass32, FlinkClass33","FlinkClass1, FlinkClass6, FlinkClass22, FlinkClass34, FlinkClass38",B,FlinkClass1993 does not belong to any of the services A or B.,phi
3717,FlinkClass1139,"FlinkClass11, FlinkClass12, FlinkClass13, FlinkClass16, FlinkClass17","FlinkClass1, FlinkClass6, FlinkClass22, FlinkClass34, FlinkClass38",B,"FlinkClass1139 is not in Service A's class list, but it is in Service B's class list.",phi
3718,FlinkClass686,"FlinkClass11, FlinkClass12, FlinkClass13, FlinkClass16, FlinkClass17","FlinkClass15, FlinkClass18, FlinkClass31, FlinkClass32, FlinkClass33",B,"FlinkClass686 is a subclass of FlinkClass15, which belongs to Service B.",phi
3719,FlinkClass1095,"FlinkClass1, FlinkClass6, FlinkClass22, FlinkClass34, FlinkClass38","FlinkClass15, FlinkClass18, FlinkClass31, FlinkClass32, FlinkClass33",B,FlinkClass1095 is not in Service A's class list. It belongs to Service B.,phi
3720,FlinkClass664,"FlinkClass15, FlinkClass18, FlinkClass31, FlinkClass32, FlinkClass33","FlinkClass1, FlinkClass6, FlinkClass22, FlinkClass34, FlinkClass38",B,FlinkClass664 is not in Service A's list of classes.,phi
3721,FlinkClass1123,"FlinkClass4, FlinkClass8, FlinkClass9, FlinkClass14, FlinkClass19","FlinkClass15, FlinkClass18, FlinkClass31, FlinkClass32, FlinkClass33",B,FlinkClass1123 is not in the list of classes for Service A.,phi
3722,FlinkClass1636,"FlinkClass0, FlinkClass2, FlinkClass3, FlinkClass5, FlinkClass7","FlinkClass4, FlinkClass8, FlinkClass9, FlinkClass14, FlinkClass19",B,FlinkClass1636 is not in Service A's list of classes.,phi
3723,FlinkClass2166,"FlinkClass0, FlinkClass2, FlinkClass3, FlinkClass5, FlinkClass7","FlinkClass1, FlinkClass6, FlinkClass22, FlinkClass34, FlinkClass38",B,FlinkClass2166 is not in the list of classes for Service A.,phi
3724,FlinkClass597,"FlinkClass1, FlinkClass6, FlinkClass22, FlinkClass34, FlinkClass38","FlinkClass0, FlinkClass2, FlinkClass3, FlinkClass5, FlinkClass7",B,FlinkClass597 is not in Service A's list of classes.,phi
3725,FlinkClass622,"FlinkClass15, FlinkClass18, FlinkClass31, FlinkClass32, FlinkClass33","FlinkClass0, FlinkClass2, FlinkClass3, FlinkClass5, FlinkClass7",B,Inferred from raw text output due to JSON parsing failure.,phi
3726,FlinkClass2129,"FlinkClass11, FlinkClass12, FlinkClass13, FlinkClass16, FlinkClass17","FlinkClass0, FlinkClass2, FlinkClass3, FlinkClass5, FlinkClass7",B,FlinkClass2129 does not belong to either Service A or B. It is a unique class that has no overlap with any of the classes in either service.,phi
3727,FlinkClass685,"FlinkClass1, FlinkClass6, FlinkClass22, FlinkClass34, FlinkClass38","FlinkClass4, FlinkClass8, FlinkClass9, FlinkClass14, FlinkClass19",B,FlinkClass685 is not in Service A's class list.,phi
3728,FlinkClass676,"FlinkClass4, FlinkClass8, FlinkClass9, FlinkClass14, FlinkClass19","FlinkClass0, FlinkClass2, FlinkClass3, FlinkClass5, FlinkClass7",B,"FlinkClass676 is not in the list of classes for Service A, but it does appear in the list of classes for Service B.",phi
3729,FlinkClass756,"FlinkClass4, FlinkClass8, FlinkClass9, FlinkClass14, FlinkClass19","FlinkClass0, FlinkClass2, FlinkClass5, FlinkClass7, FlinkClass10",B,"FlinkClass756 is a subclass of FlinkClass0, which belongs to Service B.",phi
3730,FlinkClass1635,"FlinkClass0, FlinkClass2, FlinkClass5, FlinkClass7, FlinkClass10","FlinkClass4, FlinkClass8, FlinkClass9, FlinkClass14, FlinkClass19",B,"FlinkClass1635 is a subclass of FlinkClass4, which belongs to Service B.",phi
3731,FlinkClass1132,"FlinkClass15, FlinkClass18, FlinkClass31, FlinkClass32, FlinkClass33","FlinkClass0, FlinkClass2, FlinkClass5, FlinkClass7, FlinkClass10",B,FlinkClass1132 is not in the list of classes for Service A or Service B.,phi
3732,FlinkClass2120,"FlinkClass11, FlinkClass12, FlinkClass13, FlinkClass16, FlinkClass17","FlinkClass15, FlinkClass18, FlinkClass31, FlinkClass32, FlinkClass33",B,FlinkClass2120 is not in Service A's list of classes.,phi
3733,FlinkClass662,"FlinkClass15, FlinkClass18, FlinkClass31, FlinkClass32, FlinkClass33","FlinkClass4, FlinkClass8, FlinkClass9, FlinkClass14, FlinkClass19",B,"FlinkClass662 is a subclass of FlinkClass31, which belongs to Service B.",phi
3734,FlinkClass2202,"FlinkClass0, FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26","FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21",B,FlinkClass2202 is not in Service A's list of classes.,phi
3735,FlinkClass762,"FlinkClass0, FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26","FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11",B,"FlinkClass762 is a subclass of FlinkClass7, which belongs to Service B.",phi
3736,FlinkClass747,"FlinkClass0, FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26","FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21",B,FlinkClass747 is not in Service A's class list. It belongs to Service B.,phi
3737,FlinkClass748,"FlinkClass0, FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26","FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21",B,"FlinkClass748 is a subclass of FlinkClass1, which belongs to Service B.",phi
3738,FlinkClass749,"FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31, FlinkClass35","FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42",B,FlinkClass749 is not in Service A or Service B.,phi
3739,FlinkClass1101,"FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21",B,"FlinkClass1101 is not in Service A's list of classes, but it is in Service B's list.",phi
3740,FlinkClass877,"FlinkClass0, FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26","FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21",B,FlinkClass877 is not in Service A's list of classes.,phi
3741,FlinkClass861,"FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31, FlinkClass35","FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42",B,FlinkClass861 is not in Service A or Service B. It belongs to a different service.,phi
3742,FlinkClass862,"FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21","FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11",B,FlinkClass862 is not in the list of classes for Service A.,phi
3743,FlinkClass863,"FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42","FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31, FlinkClass35",B,FlinkClass863 is not in Service A's list of classes.,phi
3744,FlinkClass1100,"FlinkClass0, FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26","FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11",B,"FlinkClass1100 is not in Service A's class list, but it is in Service B's class list.",phi
3745,FlinkClass916,"FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26",B,"FlinkClass916 is a subclass of FlinkClass0, which belongs to Service B.",phi
3746,FlinkClass901,"FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31, FlinkClass35","FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21",B,"FlinkClass901 is a subclass of FlinkClass1, which belongs to Service B.",phi
3747,FlinkClass904,"FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31, FlinkClass35","FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42",B,FlinkClass904 is not in Service A's list of classes.,phi
3748,FlinkClass905,"FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42",B,"FlinkClass905 is a subclass of FlinkClass42, which belongs to Service B.",phi
3749,FlinkClass0,"FlinkClass0, FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26","FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31, FlinkClass35",B,FlinkClass0 is a runtime component and not an API-level class. It does not belong to Service A.,phi
3750,FlinkClass864,"FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21","FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42",B,FlinkClass864 is not in Service A's list of classes.,phi
3751,FlinkClass919,"FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28","FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31",B,Inferred from raw text output due to JSON parsing failure.,phi
3752,FlinkClass1639,"FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42","FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11",B,FlinkClass1639 is not in the list of classes for Service A.,phi
3753,FlinkClass552,"FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28","FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11",B,"FlinkClass552 is a subclass of FlinkClass3, which belongs to Service B.",phi
3754,FlinkClass1013,"FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31","FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21",B,FlinkClass1013 is not in Service A's list of classes.,phi
3755,FlinkClass977,"FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21","FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31",B,FlinkClass977 is not in Service A's list of classes.,phi
3756,FlinkClass973,"FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28","FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11",B,FlinkClass973 is not in Service A's list of classes.,phi
3757,FlinkClass1537,"FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31","FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28",B,"It is an API-level transformation logic, which belongs to Service B.",phi
3758,FlinkClass951,"FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21","FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11",B,FlinkClass951 is not in Service A's list of classes.,phi
3759,FlinkClass1437,"FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31","FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28",B,FlinkClass1437 is not in the list of classes for Service A.,phi
3760,FlinkClass1388,"FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28","FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42",B,FlinkClass1388 is not in Service A or Service B. It belongs to a different service.,phi
3761,FlinkClass1007,"FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31","FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28",B,FlinkClass1007 is not in Service A's list of classes.,phi
3762,FlinkClass1403,"FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31",B,FlinkClass1403 does not exist in Service A or B.,phi
3763,FlinkClass822,"FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42","FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21",B,FlinkClass822 is not in the list of classes for Service A.,phi
3764,FlinkClass1444,"FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42","FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11",B,"FlinkClass1444 is a subclass of FlinkClass3, which belongs to Service B.",phi
3765,FlinkClass885,"FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28","FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11",B,FlinkClass885 is not in Service A's list of classes.,phi
3766,FlinkClass708,"FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42",B,"FlinkClass708 is a subclass of FlinkClass2, which belongs to Service B.",phi
3767,FlinkClass889,"FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42","FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11",B,FlinkClass889 is not in the list of classes for Service A or B.,phi
3768,FlinkClass879,"FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31",B,FlinkClass879 is not in the list of classes for Service A.,phi
3769,FlinkClass1140,"FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21",B,FlinkClass1140 is not in Service A or B. It belongs to a new service.,phi
3770,FlinkClass1375,"FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31",B,It does not handle customer data.,phi
3771,FlinkClass1139,"FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31",B,FlinkClass1139 is not in Service A's list of classes.,phi
3772,FlinkClass1043,"FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31","FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21",B,FlinkClass1043 is not present in Service A or B.,phi
3773,FlinkClass1135,"FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42",B,"FlinkClass1135 is not in Service A's class list, but it is in Service B's class list.",phi
3774,FlinkClass1376,"FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28","FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42",B,it is an API-level transformation logic,phi
3775,FlinkClass1386,"FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21","FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11",B,FlinkClass1386 is not in the list of classes for Service A.,phi
3776,FlinkClass1152,"FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28","FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21",B,"FlinkClass1152 is not in Service A's class list, but it is in Service B's class list.",phi
3777,FlinkClass1381,"FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42","FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31",B,FlinkClass1381 is not in Service A or Service B.,phi
3778,FlinkClass1147,"FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31","FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42",B,FlinkClass1147 is not in Service A or Service B.,phi
3779,FlinkClass1377,"FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31","FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28",B,FlinkClass1377 is not in Service A or Service B.,phi
3780,FlinkClass799,"FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31","FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28",B,FlinkClass799 is not in Service A's list of classes.,phi
3781,FlinkClass796,"FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21",B,FlinkClass796 is not in Service A's list of classes.,phi
3782,FlinkClass1158,"FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21","FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28",B,"It is an API-level transformation logic, which is not a runtime component.",phi
3783,FlinkClass1378,"FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42","FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31",B,FlinkClass1378 is not in the list of classes for Service A. It belongs to Service B.,phi
3784,FlinkClass1374,"FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31",B,FlinkClass1374 is not in Service A or Service B. It belongs to a different service.,phi
3785,FlinkClass1367,"FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21",B,FlinkClass1367 is not in Service A's class list.,phi
3786,FlinkClass1350,"FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31","FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11",B,"FlinkClass1350 is not in Service A's class list, but it is in Service B's class list.",phi
3787,FlinkClass694,"FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31","FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28",B,It does not handle customer data.,phi
3788,FlinkClass1355,"FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28","FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42",B,FlinkClass1355 is not in the list of classes for Service A. It belongs to Service B.,phi
3789,FlinkClass1616,"FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21","FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28",B,FlinkClass1616 is not in the list of classes for Service A. It belongs to Service B.,phi
3790,FlinkClass707,"FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21","FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31",B,FlinkClass707 is not in Service A's list of classes. It belongs to Service B.,phi
3791,FlinkClass1308,"FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21","FlinkClass0, FlinkClass4, FlinkClass6, FlinkClass27, FlinkClass31",B,Inferred from raw text output due to JSON parsing failure.,phi
3792,FlinkClass738,"FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21","FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28",B,FlinkClass738 is not in Service A's list of classes.,phi
3793,FlinkClass739,"FlinkClass1, FlinkClass5, FlinkClass10, FlinkClass14, FlinkClass21","FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42",B,FlinkClass739 is not in Service A or Service B.,phi
3794,FlinkClass2187,"FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42","FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11",B,FlinkClass2187 is not in the list of classes for Service A.,phi
3795,FlinkClass713,"FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42","FlinkClass13, FlinkClass16, FlinkClass22, FlinkClass26, FlinkClass28",B,FlinkClass713 is not in the list of classes for Service A. It belongs to Service B.,phi
3796,FlinkClass712,"FlinkClass2, FlinkClass12, FlinkClass29, FlinkClass40, FlinkClass42","FlinkClass3, FlinkClass7, FlinkClass8, FlinkClass9, FlinkClass11",B,FlinkClass712 is not in the list of classes for Service A. It belongs to Service B.,phi
